latitute,longitude,,,,,,,,
23°53′24″N,091°14′32″E,,,,,,,,
10°49′41″N,72°10′44″E,,,,,,,,
27°09′27″N,77°57′39″E,,,,,,,,
23°04′38″N,072°38′05″E,,,,,,,,
23°50′18.39″N,092°37′13.29″E,,,,,,,,
20°41′56″N,077°03′31″E,,,,,,,,
25°26′24″N,81°44′02″E,,,,,,,,
28°10′31″N,094°48′07″E,,,,,,,,
31°42′28″N,074°47′57″E,,,,,,,,
19°51′46″N,75°23′53″E,,,,,,,,
26°40′52″N,088°19′43″E,,,,,,,,
25°15′42″N,88°47′44″E,,,,,,,,
13°12′25″N,077°42′15″E,,,,,,,,18.39
28°25′21″N,079°26′49″E,,,,,,,,
15°51′33″N,74°37′03″E,,,,,,,,
15°09′46″N,76°52′54″E,,,,,,,,
30°16′12″N,74°45′20″E,,,,,,,,
21°45′08″N,072°11′07″E,,,,,,,,
23°17′15″N,077°20′15″E,,,,,,,,
20°14′40″N,085°49′04″E,,,,,,,,
23°17′16″N,069°40′13″E,,,,,,,,
28°04′14″N,73°12′25″E,,,,,,,,
21°59′18″N,82°06′40″E,,,,,,,,
19°05′19″N,72°52′05″E,,,,,,,,
22°39′17″N,088°26′48″E,,,,,,,,
09°09′09″N,092°49′11″E,,,,,,,,
30°40′29″N,76°47′26″E,,,,,,,,
11°01′36″N,077°02′30″E,,,,,,,,
26°19′52″N,89°28′06″E,,,,,,,,
14°30′36″N,078°46′22″E,,,,,,,,
20°26′04″N,072°50′36″E,,,,,,,,
35°53′39″N,128°39′32″E,,,,,,,,
26°40′52″N,088°19′43″E,,,,,,,,
30°11′23″N,078°10′49″E,,,,,,,,
28°34′07″N,077°06′44″E,,,,,,,,
27°59′00″N,094°13′00″E,,,,,,,,
23°50′02″N,086°25′31″E,,,,,,,,
32°9′54″N,76°15′48″E,,,,,,,,
27°28′50″N,095°01′18″E,,,,,,,,
25°53′02″N,093°46′16″E,,,,,,,,
20°42′47″N,70°55′30″E,,,,,,,,
24°44′40″N,084°57′04″E,,,,,,,,
15°22′51″N,073°49′53″E,,,,,,,,
26°44′22″N,83°26′58″E,,,,,,,,
18°06′56″S,179°20′23″E,,,,,,,,
26°17′36″N,078°13′40″E,,,,,,,,
29°10′45″N,075°45′19″E,,,,,,,,
15°21′42″N,075°05′05″E,,,,,,,,
24°45′36″N,093°53′48″E,,,,,,,,
22°43′18″N,75°48′03″E,,,,,,,,
23°11′05″N,080°03′31.5″E,,,,,,,,
19°04′28″N,082°02′13″E,,,,,,,,
26°49′27″N,075°48′44″E,,,,,,,,
26°52′49″N,70°51′18″E,,,,,,,,
32°41′21″N,074°50′15″E,,,,,,,,
22°27′56″N,070°00′45″E,,,,,,,,
22°48′49″N,086°10′5″E,,,,,,,,
26°15′04″N,073°02′56″E,,,,,,,,
26°43′54″N,094°10′32″E,,,,,,,,
37°27′48″N,126°26′24″E,,,,,,,,
24°07′54″N,091°48′51″E,,,,,,,,
23°06′46″N,070°06′01″E,,,,,,,,
26°24′10″N,80°24′44″E,,,,,,,,
21°19′01″N,070°16′13″E,,,,,,,,
24°49′02″N,079°55′07″E,,,,,,,,
24°03′42″N,091°36′14″E,,,,,,,,
10°09′18″N,76°23′28″E,,,,,,,,
16°39′53″N,074°17′22″E,,,,,,,,
25°09′36.39″N,075°50′44.27″E,,,,,,,,
31°52′36″N,77°09′16″E,,,,,,,,
34°08′09″N,077°32′47″E,,,,,,,,
27°17′44″N,094°05′52″E,,,,,,,,
26°45′43″N,080°53′00″E,,,,,,,,
30°51′17″N,075°57′09″E,,,,,,,,
12°58′56″N,80°9′49″E,,,,,,,,
09°50′01″N,078°05′22″E,,,,,,,,
25°00′40″N,88°07′37″E,,,,,,,,
12°57′41″N,074°53′24″E,,,,,,,,
27°28′50″N,095°01′18″E,,,,,,,,
11°19′30″S,74°32′10″W,,,,,,,,
26°07′09″N,085°18′49″E,,,,,,,,
12°13′48″N,76°39′21″E,,,,,,,,
21°05′32″N,79°02′50″E,,,,,,,,
19°10′55″N,077°19′07″E,,,,,,,,
20°07′10″N,073°54′49″E,,,,,,,,
11°36′49″N,079°31′35″E,,,,,,,,
29°18′04″N,81°06′49.7″W,,,,,,,,
29°01′56″N,079°28′27″E,,,,,,,,
28°04′06.5″N,095°20′04.3″E,,,,,,,,
32°14′01″N,075°38′04″E,,,,,,,,
25°35′37″N,085°05′31″E,,,,,,,,
11°58′00″N,79°48′52″E,,,,,,,,
21°38′55″N,069°39′26″E,,,,,,,,
11°38′28″N,092°43′47″E,,,,,,,,
18°34′56″N,073°55′11″E,,,,,,,,
41°38′12″N,82°49′42″W,,,,,,,,
21°10′52″N,081°44′18.5″E,,,,,,,,
17°06′37″N,081°49′06″E,,,,,,,,
22°18′33″N,070°46′46″E,,,,,,,,
18°42′02″N,079°23′30″E,,,,,,,,
23°18′51″N,085°19′18″E,,,,,,,,
17°00′49″N,073°19′40″E,,,,,,,,
22°15′23″N,084°48′57″E,,,,,,,,
26°08′28″N,089°54′24″E,,,,,,,,
11°46′55″N,078°03′52″E,,,,,,,,
24°33′26″N,080°51′48″E,,,,,,,,
25°42′13″N,091°58′43″E,,,,,,,,
17°37′30″N,75°56′10″E,,,,,,,,
24°54′47″N,092°58′43″E,,,,,,,,
31°4′54″N,77°4′5″E,,,,,,,,
33°59′13.7″N,074°46′27.3″E,,,,,,,,
21°7′3.57″N,072°44′42.93″E,,,,,,,,
26°42′44″N,092°47′14″E,,,,,,,,
27°56′30″N,96°08′05″E,,,,,,,,
10°43′20″N,079°06′05″E,,,,,,,,
10°45′55″N,078°42′35″E,,,,,,,,
13°38′16″N,079°32′50″E,,,,,,,,
08°43′27″N,078°01′33″E,,,,,,,,
24°37′04″N,073°53′46″E,,,,,,,,
22°19′46″N,73°13′10″E,,,,,,,,
25°27′08″N,082°51′34″E,,,,,,,,
16°31′44″N,80°47′45″E,,,,,,,,
17°43′16″N,083°13′28″E,,,,,,,,
17°55′00″N,79°36′00″E,,,,,,,,
27°35′18″N,093°49′41″E,,,,,,,,
30°58′20″N,061°51′57″E,,,,,,,,
32°36′18″N,65°51′50″E,,,,,,,,
36°42′25″N,67°12′34″E,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
